updated_label,source_article
circular reasoning,"""I have a right to free speech so I can say what I want and you shouldn't try to stop me. """
circular reasoning,John Green is a wonderful writer because he writes so well.
circular reasoning,Why should we put people on trial when we know they are guilty?
circular reasoning,Sleeping until noon is the worst thing to do because it is bad to sleep late.
circular reasoning,"""The Philippines is in poverty because of poor people."""
circular reasoning,Order is necessary to justice because justice can only be achieved by a program of social and legal order.
circular reasoning,"the reason why more people are leaving this country is because of economic problems, therefore because there is an economic problem is that people are leaving this country."
circular reasoning,"""I have a right to free speech so I can say what I want and you shouldn't try to stop me"" is an example of"
circular reasoning,President Reagan was a great communicator because he had the gift of talking effectively to the people.
circular reasoning,Taco is the best because it tastes better.
circular reasoning,Starbucks is the best because it's expensive.
circular reasoning,Distracting and dangerous mobile devices should be banned from use in vehicles.
circular reasoning,"""I shouldn't have flunked the test because I never get F's"" is an example of"
circular reasoning,Americans should give money to charity because it is the right thing to do.
circular reasoning,We know he’s not lying since he says he’s telling the truth.
circular reasoning,"Claim: You can't give me a C in this course...
Reason: ... Because I am an A student.
Warrant: An A student is someone who can't receive Cs."
circular reasoning,"Pvt. Joe Bowers: What are these electrolytes? Do you even know?
Secretary of State: They're... what they use to make Brawndo!
Pvt. Joe Bowers: But why do they use them to make Brawndo?
Secretary of Defense: [raises hand after a pause] Because Brawndo's got electrolytes."
circular reasoning,"""You must obey the law, because it's illegal to break the law.""

What logical fallacy is used in the statement above?"
circular reasoning,"Bob: that movie was a waste of time and money
Ted: what was wrong with it?
Bob: It sucked

This is an example of?"
circular reasoning,"""All eighteen-year-olds have the right to vote because it's legal for them to vote."""
circular reasoning,Global warming doesn’t exist because the earth is not getting warmer
